,index,ADR_SECTEUR,ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,CODE,DIAMETREARBREAUNMETRE,ESPECE,GENRE_BOTA,PLU,SEVERITEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,ARBREDEVOIRIE,STADEDEDEVELOPPEMENT,STADEDEVELOPPEMENTDIAG,TRAITEMENTCHENILLES,TRAVAUXPRECONISESDIAG,TROTTOIR,VIGUEUR,DEFAUT,Collet,Houppier,Racine,Tronc,latitude,longitude,TETEDECHAT,LIERRE,CEPEE
3827,3858,3,2004,2015,2020,ESP7661,20,platanoides,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.719277071931035,45.179094283414244,0,0,0
3828,3859,0,2004,2015,2017,ESP5424,0,siliquastrum,Cercis,0,0,2,0,1,1,0,0,1,3,0,0,0,0,0,5.714049504833548,45.200932005122766,0,0,0
3829,3860,3,2014,2014,2019,ESP33560,10,freemani,Acer,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.735326151355432,45.172184119968264,0,0,0
3830,3861,5,2004,2015,2016,ESP18793,20,tulipifera,Liriodendron,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.729321180856559,45.18290801831603,0,0,0
3831,3862,1,2004,2014,2014,ESP6167,20,cordata,Alnus,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.705639964032465,45.16129749411832,0,0,0
3832,3863,3,2004,2015,2016,ESP12854,10,nigra,Pinus,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.7175256327528725,45.17570419836666,0,0,0
3833,3864,5,2004,2014,2014,ESP5977,20,siliquastrum,Cercis,0,0,3,1,1,1,0,1,1,3,1,1,0,0,0,5.733152318435296,45.19175069883281,0,0,0
3834,3865,0,2005,2014,2014,ESP17129,20,?,Fraxinus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.716959800483841,45.19060043315647,0,0,0
3835,3866,5,2004,2014,2014,ESP22520,40,platyphyllos,Tilia,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.736520217620498,45.19825978546531,0,0,0
3836,3867,5,2004,2015,2016,ESP8818,10,acerifolia,Platanus,1,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.717687624852667,45.198571226969726,0,0,0
3837,3868,4,2004,2014,2015,ESP6517,20,?,Pyrus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.742456223296345,45.180319016123555,0,0,0
3838,3869,4,2004,2014,2015,ESP27002,40,pseudoplatanus,Acer,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,5.735089785482339,45.16879196868939,0,0,0
3839,3870,2,2004,2014,2016,ESP20553,40,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.732690702874869,45.15355407984005,0,0,0
3840,3871,3,2004,2014,2014,ESP1434,30,platanoides,Acer,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.7317798660075505,45.174152219734076,0,0,0
3841,3872,1,2004,2013,2018,ESP30543,40,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.711667381076,45.17357379484297,0,0,0
3842,3873,0,2004,2015,2017,ESP4817,60,atlantica,Cedrus,1,2,0,0,1,1,3,0,0,1,0,0,0,0,0,5.709233353359648,45.18714597063286,0,0,0
3843,3874,5,2004,2015,2017,ESP14045,40,lawsoniana,Chamaecyparis,0,1,3,0,1,1,0,1,0,3,1,0,0,0,1,5.744945697167378,45.193330220880625,0,0,0
3844,3875,1,2004,2013,2015,ESP11158,10,campestris,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.7122690581249485,45.172455030117355,0,0,0
3845,3876,1,2004,2014,2016,ESP21799,30,tomentosa,Tilia,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.712313129200576,45.164848755976166,0,0,0
3846,3877,4,2004,2013,2016,ESP2168,50,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,1,0,0,1,0,5.745494949842076,45.17356781961029,0,0,0
3847,3878,5,2004,2014,2016,ESP14074,10,negundo,Acer,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.730452709190287,45.19224438498867,0,0,0
3848,3879,1,2004,2013,2012,ESP6365,30,platanoides,Acer,0,1,3,0,1,1,0,0,0,3,1,0,1,0,0,5.70355647369596,45.16439514470715,0,0,0
3849,3880,1,2004,2015,2018,ESP30542,10,tulipifera,Liriodendron,0,0,3,1,1,0,0,1,0,3,0,0,0,0,0,5.707630702104937,45.18005391018301,0,0,0
3850,3881,0,2004,2015,2020,ESP12434,60,acerifolia,Platanus,0,0,3,0,1,1,0,0,1,3,0,0,0,0,0,5.713029537291128,45.18726958782104,0,0,0
3851,3882,5,2004,2014,2015,ESP28658,50,nigra,Pinus,0,0,2,0,1,1,2,2,0,1,0,0,0,0,0,5.736697185086198,45.19380075069572,0,0,0
3852,3883,1,2004,2013,2012,ESP21267,50,pungens,Picea,0,1,3,0,1,1,0,0,0,3,0,0,0,0,0,5.706901195271525,45.16401120986603,0,0,0
3853,3884,0,2006,2013,2015,ESP1796,10,?,Fraxinus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.711778932730857,45.19351237371498,0,0,0
3854,3885,1,2004,2015,2017,ESP20732,10,styraciflua,Liquidambar,0,0,3,1,1,0,0,0,1,3,1,0,0,0,1,5.70624463972035,45.17993120797703,0,0,0
3855,3886,3,2004,2014,2014,ESP21456,40,nigra,Populus,0,1,2,0,1,2,0,2,0,1,1,0,1,0,0,5.722101639792646,45.17651825504406,0,0,0
3856,3887,5,2014,2014,2020,ESP33177,10,lutea,Cladastris,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.726183500667153,45.18787637762658,0,0,0
3857,3888,5,2004,2014,2015,ESP18638,100,acerifolia,Platanus,0,0,2,0,1,1,0,2,0,3,0,0,0,0,0,5.736801736408835,45.19369228274588,0,0,0
3858,3889,3,2004,2014,2019,ESP19366,50,excelsior,Fraxinus,0,0,3,0,1,1,0,2,0,1,0,0,0,0,0,5.739040786803339,45.17472116701582,0,1,0
3859,3890,5,2004,2015,2018,ESP18780,70,acerifolia,Platanus,1,1,3,1,1,1,0,1,0,3,1,1,1,0,1,5.716344081536304,45.197722936753614,0,0,0
3860,3891,1,2004,2014,2015,ESP20873,30,nigra,Pinus,0,0,3,0,1,1,3,2,0,3,0,0,0,0,0,5.705740904881781,45.1772582241442,0,0,0
3861,3892,1,2004,2013,2015,ESP11168,20,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.711511066512709,45.173506108200314,0,0,0
3862,3893,4,2004,2015,2017,ESP17081,10,distychum,Taxodium,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,5.742491508980233,45.173188329181365,0,0,0
3863,3894,4,2004,2015,2016,ESP13756,50,?,Acer,0,1,3,0,1,1,0,2,0,3,1,0,1,0,0,5.741217476058987,45.18914938840959,0,1,0
3864,3895,1,2009,2014,2016,ESP9001,0,ceracifera,Prunus,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,5.713970851577345,45.16850267860596,0,0,0
3865,3896,4,2005,2015,2017,ESP29218,10,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.73472506860168,45.18640389916579,0,0,0
3866,3897,0,2015,2015,2020,ESP33662,10,aria,Sorbus,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.7101987513125545,45.191383233204625,0,0,0
3867,3898,5,2004,2014,2016,ESP11420,30,nigra,Pinus,0,0,2,0,1,1,3,2,0,3,0,0,0,0,0,5.727348360877378,45.18443009931596,0,0,0
3868,3899,4,2004,2015,2017,ESP2491,40,tomentosa,Tilia,0,2,0,0,1,1,0,0,0,1,1,1,0,1,1,5.742325531323309,45.1765517689443,0,0,0
3869,3900,2,2004,2014,2014,ESP12077,30,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.721480628208015,45.159959541427284,0,0,0
3870,3901,1,2004,2013,2012,ESP28419,30,nigra,Pinus,0,1,3,0,1,1,3,0,0,3,0,0,0,0,0,5.707511208554799,45.164273594163774,0,0,0
3871,3902,5,2004,2014,2014,ESP22489,80,nigra,Populus,0,1,2,0,1,2,0,2,0,1,1,1,1,1,0,5.728870562439313,45.1841489123482,0,0,0
3872,3903,5,2004,2015,2017,ESP18973,20,decurens,Libocedrus,0,0,3,0,1,1,0,1,0,3,1,0,1,0,0,5.745740177239354,45.1952064735689,0,0,1
3873,3904,0,2004,2013,2014,ESP25720,30,hippocastanum,Aesculus,0,1,0,1,1,1,0,2,1,1,1,0,1,0,1,5.719000697682746,45.18965417425737,0,0,0
3874,3905,5,2004,2015,2016,ESP23824,10,tulipifera,Liriodendron,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.725736327081372,45.18148953284883,0,0,0
3875,3906,1,2004,2013,2016,ESP19137,30,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.7098949001148664,45.17284760787916,0,0,0
3876,3907,2,2005,2015,2016,ESP15301,20,serrulata,Prunus,0,0,3,0,1,0,0,1,0,3,0,0,0,0,0,5.722665498502826,45.164864606782416,0,0,0
3877,3908,3,2004,2015,2020,ESP20892,10,styraciflua,Liquidambar,0,0,2,1,1,1,0,1,1,3,0,0,0,0,0,5.726312720668846,45.18143448174384,0,0,0
3878,3909,5,2013,2013,2019,ESP31415,10,platanoides,Acer,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,5.7195972993328965,45.186956325385054,0,0,0
3879,3910,1,2004,2014,2014,ESP14498,40,acerifolia,Platanus,0,0,2,1,1,1,0,3,1,1,1,0,1,0,0,5.70891017186928,45.16075148987773,1,0,0
3880,3911,2,2004,2015,2020,ESP1684,0,campestre,Acer,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.739564739603429,45.1652364426326,0,0,0
3881,3912,5,2004,2014,2014,ESP18011,20,serrulata,Prunus,0,0,2,0,1,1,0,2,0,1,1,0,1,0,0,5.740310244276862,45.192393569791264,0,0,0
3882,3913,2,2014,2014,2020,ESP33543,10,australis,Celtis,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,5.723104795420385,45.164342189217265,0,0,0
3883,3914,2,2004,2014,2014,ESP4668,40,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.732071602833307,45.15262741244798,0,0,0
3884,3915,1,2004,2013,2012,ESP8247,40,platanoides,Acer,0,0,3,0,1,1,0,0,0,3,1,0,1,0,0,5.703979550951155,45.16452220773468,0,0,0
3885,3916,0,2014,2014,2019,ESP33488,10,sylvestris,Pinus,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.709279492155628,45.19809491687398,0,0,0
3886,3917,5,2004,2014,2015,ESP15496,10,siliquastrum,Cercis,0,0,3,0,1,0,2,1,0,3,0,0,0,0,0,5.731998368992227,45.19557329610273,0,0,0
3887,3918,4,2004,2014,2014,ESP4920,40,acerifolia,Platanus,0,0,2,1,1,1,0,1,1,1,1,0,1,0,0,5.739909264331138,45.16616835815288,1,0,0
3888,3919,3,2004,2014,2015,ESP20624,50,acerifolia,Platanus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.719936919311353,45.16477959595821,0,0,0
3889,3920,5,2015,2015,2020,ESP33040,10,calleryana,Pyrus,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.7208235128382645,45.1920320363033,0,0,0
3890,3921,4,2004,2013,2018,ESP21601,10,aquifolium,Ilex,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.737255693984055,45.1692849767943,0,0,0
3891,3922,3,2004,2013,2014,ESP19640,50,tomentosa,Tilia,0,0,2,1,1,1,0,2,1,3,1,0,0,1,0,5.73026637689814,45.181860168084945,0,0,0
3892,3923,0,2006,2013,2015,ESP17126,10,?,Fraxinus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.712071559800773,45.193341879012046,0,0,0
3893,3924,3,2011,2013,2015,ESP28994,30,nigra,Pinus,0,0,3,1,0,1,2,0,0,3,0,0,0,0,0,5.724246664315361,45.17468387076615,0,0,0
3894,3925,5,2004,2015,2016,ESP14206,10,serrulata,Prunus,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.726780413626351,45.18390144641911,0,0,0
3895,3926,4,2004,2014,2017,ESP4875,70,?,Tilia,0,0,3,0,1,1,0,2,0,3,0,0,0,0,0,5.743463566439869,45.17925252530208,0,0,0
3896,3927,2,2004,2015,2020,ESP22913,0,soulangiana,Magnolia,0,1,3,0,1,0,0,1,0,3,1,0,0,0,1,5.729671953334909,45.163632346060524,0,0,0
3897,3928,5,2004,2015,2018,ESP6122,10,campestris,Acer,0,0,3,0,1,1,0,1,0,3,1,0,1,0,0,5.737309810774065,45.189799028283275,0,0,0
3898,3929,4,2004,2015,2017,ESP16647,20,tremula,Populus,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,5.7425633683040616,45.173224983086406,0,0,0
3899,3930,2,2004,2015,2016,ESP22237,10,sylvestris,Pinus,0,0,3,1,0,1,3,1,0,3,0,0,0,0,0,5.731858370061711,45.16845390486711,0,0,0
3900,3931,2,2009,2015,2018,ESP4578,10,platanoides,Acer,0,0,3,1,1,0,0,1,1,3,0,0,0,0,0,5.727048252541348,45.16724021913112,0,0,0
3901,3932,4,2006,2014,2016,ESP7667,20,tulipifera,Liriodendron,0,0,3,1,1,0,0,0,1,3,0,0,0,0,0,5.733872750578414,45.18333449582687,0,0,0
3902,3933,5,2004,2013,2015,ESP3161,50,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.73719556305438,45.19721650355462,0,0,0
3903,3934,4,2005,2015,2017,ESP19295,10,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.733094744302279,45.18554123221442,0,0,0
3904,3935,2,2004,2015,2019,ESP12722,0,?,Acer,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.722089459852678,45.163471324003446,0,0,0
3905,3936,3,2004,2015,2018,ESP26296,50,acerifolia,Platanus,0,0,3,0,1,1,0,0,0,3,1,0,1,0,0,5.729347262558859,45.17305357353291,0,0,0
3906,3937,3,2004,2013,2015,ESP21908,30,pseudoplatanus,Acer,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,5.720824669178373,45.17949438869839,0,0,0
3907,3938,5,2004,2015,2017,ESP11910,30,lawsoniana,Chamaecyparis,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.7403125478823,45.195783023439176,0,0,0
3908,3939,1,2004,2014,2019,ESP30996,30,platyphyllos,Tilia,0,0,3,0,1,1,0,2,0,3,0,0,0,0,0,5.705386259983566,45.175357640665474,0,0,0
3909,3940,3,2004,2014,2014,ESP14416,50,acerifolia,Platanus,0,0,3,0,1,1,0,2,0,3,1,1,1,0,0,5.719182512012547,45.1776489050445,0,0,0
3910,3941,3,2004,2014,2014,ESP3777,50,tomentosa,Tilia,0,0,3,1,1,1,0,2,1,3,0,0,0,0,0,5.7314654946325625,45.183111593329116,0,0,0
3911,3942,2,2004,2014,2014,ESP17341,10,acerifolia,Platanus,0,0,3,1,1,0,0,0,0,1,1,0,0,0,1,5.723225703407803,45.16378774217217,0,0,0
3912,3943,3,2004,2013,2015,ESP21382,60,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,1,0,1,0,0,5.72044678764109,45.17287186276458,0,0,0
3913,3944,0,2004,2015,2017,ESP23534,10,grandiflora,Magnolia,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.713398044633986,45.18523410593065,0,0,0
3914,3945,3,2004,2013,2015,ESP22004,40,japonica,Sophora,0,0,2,1,1,1,0,0,1,3,1,0,0,1,0,5.722352004860425,45.17706980081352,0,0,0
3915,3946,4,2004,2014,2014,ESP12861,50,nigra,Populus,0,1,2,1,1,1,0,1,0,3,1,0,1,0,0,5.738321237833075,45.18401817932418,0,0,0
3916,3947,0,2005,2014,2019,ESP25452,10,jullibrissin,Albizia,0,0,3,0,1,1,0,2,0,3,1,1,0,0,1,5.710538620478997,45.191740112083544,0,0,0
3917,3948,1,2004,2013,2016,ESP27775,20,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.713340464598206,45.17147287306179,0,0,0
3918,3949,4,2004,2015,2018,ESP3431,30,styraciflua,Liquidambar,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.735021445768549,45.169365678721235,0,0,0
3919,3950,2,2004,2015,2017,ESP22881,0,siliquastrum,Cercis,0,0,3,0,1,0,0,1,1,3,0,0,0,0,0,5.7284719434515425,45.16366864689994,0,0,0
3920,3951,2,2009,2015,2017,ESP14804,10,utilis,Betula,0,0,3,1,0,0,0,1,1,3,0,0,0,0,0,5.725491098212221,45.16786458532222,0,0,0
3921,3952,1,2004,2015,2018,ESP19280,50,acerifolia,Platanus,0,2,0,0,1,1,0,0,0,0,1,1,1,0,1,5.703303786243971,45.17123160458415,0,0,0
3922,3953,5,2004,2015,2016,ESP6808,40,hippocastanum,Aesculus,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,5.726147066926137,45.19185245831189,0,0,0
3923,3954,0,2004,2014,2016,ESP28058,20,calleryana,Pyrus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.708148753733907,45.185534117637125,0,0,0
3924,3955,4,2008,2015,2017,ESP12117,10,tomentosa,Paulownia,0,1,3,0,0,0,0,0,0,3,1,0,1,0,0,5.742478106415747,45.17572177533374,0,0,0
3925,3956,3,2004,2013,2015,ESP21180,60,arizonica,Cupressus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.724684016750543,45.17344257071394,0,0,0
3926,3957,2,2004,2014,2014,ESP17370,20,nigra,Pinus,0,0,3,1,1,1,0,1,0,3,1,0,1,0,0,5.733186225585578,45.1518473566958,0,0,0
3927,3958,5,2004,2014,2017,ESP18541,30,nigra,Populus,0,0,2,0,1,2,0,2,0,3,0,0,0,0,0,5.72949108239282,45.18431524749321,0,0,0
3928,3959,1,2004,2014,2014,ESP7620,10,cordata,Alnus,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.705514212191141,45.1588965635314,0,0,0
3929,3960,5,2004,2014,2015,ESP2741,20,campestris,Acer,0,0,2,0,1,1,0,2,0,3,0,0,0,0,0,5.73670519626322,45.19348266765559,0,0,0
3930,3961,1,2004,2015,2017,ESP29609,30,?,Pinus,0,3,0,0,1,1,3,0,0,0,1,0,1,0,1,5.711209988912746,45.16662293557743,0,0,0
3931,3962,0,2004,2014,2014,ESP4766,10,americana,Tilia,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.716702748402185,45.18629693030091,0,0,0
3932,3963,3,2004,2013,2015,ESP21378,20,platanoides,Acer,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.725080659473534,45.17431209220842,0,0,0
3933,3964,1,2004,2013,2015,ESP24276,40,acerifolia,Platanus,0,0,3,1,1,1,0,3,1,3,1,0,1,0,0,5.704666563626266,45.168208036691276,0,0,0
3934,3965,2,2004,2015,2017,ESP21542,30,nigra,Pinus,0,0,3,0,1,1,3,1,0,3,0,0,0,0,0,5.731818532681945,45.16688709206066,0,0,0
3935,3966,0,2014,2014,2019,ESP33472,10,suber,Quercus,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.708299286029117,45.19906518370528,0,0,0
3936,3967,3,2004,2015,2020,ESP24572,50,platanoides,Acer,0,1,2,0,1,2,0,1,0,0,1,0,1,0,0,5.738253604582538,45.17361658794166,0,0,0
3937,3968,3,2004,2015,2017,ESP19568,40,?,Pinus,0,0,3,0,1,1,2,0,1,3,0,0,0,0,0,5.720601044265986,45.175497312657726,0,0,0
3938,3969,2,2004,2015,2017,ESP30036,10,campestris,Acer,0,0,3,0,1,1,0,1,0,3,1,0,1,0,0,5.739552573675604,45.16561375329124,0,0,0
3939,3970,0,2004,2015,2020,ESP24904,50,atlantica,Cedrus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.715754421311562,45.18880797742644,0,0,0
3940,3971,4,2004,2015,2017,ESP28747,20,excelsior,Fraxinus,0,1,3,1,1,1,0,1,1,3,1,0,1,0,0,5.746013961218924,45.17491249325273,0,0,0
3941,3972,2,2004,2015,2020,ESP5777,30,pseudoacacia,Robinia,0,1,3,0,1,1,0,1,0,1,1,0,1,0,0,5.726207098883966,45.16082594946959,0,1,0
3942,3973,4,2004,2013,2015,ESP19526,20,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.743575231909132,45.17143986474142,0,0,0
3943,3974,2,2004,2015,2017,ESP16742,50,nigra,Populus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.732163852892562,45.164466075251454,0,0,0
3944,3975,1,2004,2014,2016,ESP15913,20,pseudoplatanus,Acer,0,3,0,1,1,1,0,0,0,0,1,1,0,0,1,5.712912304680527,45.175092034813304,0,0,0
3945,3976,5,2004,2014,2017,ESP28845,30,nigra,Populus,0,0,2,0,1,1,0,2,0,1,0,0,0,0,0,5.729520067442279,45.18435375478448,0,0,0
3946,3977,5,2005,2015,2020,ESP16501,20,americana,Tilia,0,0,3,0,0,0,0,1,1,3,0,0,0,0,0,5.731914996051342,45.18896192741729,0,0,0
3947,3978,5,2004,2015,2020,ESP24839,40,minor,Ulmus,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.738415443834867,45.18960282086904,0,0,0
3948,3979,4,2004,2015,2018,ESP2261,40,?,Acer,0,1,2,0,1,1,0,0,0,1,1,0,1,0,0,5.740611891548103,45.19033290780447,0,1,0
3949,3980,5,2004,2015,2015,ESP3086,10,japonica,Sophora,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.730447824473825,45.19111327703486,0,0,0
3950,3981,3,2004,2014,2016,ESP23368,20,nigra,Pinus,0,0,3,1,1,1,2,0,0,3,0,0,0,0,0,5.724706554440282,45.17458449559607,0,0,0
3951,3982,1,2004,2014,2019,ESP28984,20,nigra,Pinus,0,0,2,0,1,1,3,2,0,3,0,0,0,0,0,5.705542822837286,45.17715437698572,0,0,0
3952,3983,4,2004,2014,2014,ESP29694,40,lawsoniana,Chamaecyparis,0,1,2,0,1,1,0,2,0,1,1,0,1,0,0,5.7375191434714905,45.1715073275402,0,0,0
3953,3984,4,2004,2013,2015,ESP12910,60,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.7443279116881065,45.16904174843567,0,0,0
3954,3985,5,2004,2015,2018,ESP19029,70,acerifolia,Platanus,1,1,3,1,1,1,0,1,0,3,1,0,1,0,1,5.716560374203648,45.19810739219605,0,0,0
3955,3986,4,2004,2015,2018,ESP10639,10,verrucosa,Betula,0,1,2,0,1,1,0,1,0,1,1,1,0,0,0,5.742197755727406,45.17682121655669,0,0,0
3956,3987,5,2004,2013,2015,ESP29997,30,verrucosa,Betula,0,0,2,1,1,1,0,0,0,3,0,0,0,0,0,5.736678640103839,45.19031613362068,0,0,0
3957,3988,1,2004,2013,2018,ESP3226,10,acerifolia,Platanus,0,0,3,1,0,1,0,1,0,3,0,0,0,0,0,5.710238626142016,45.16253966934169,0,0,0
3958,3989,4,2004,2015,2017,ESP17112,10,?,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.745103906230225,45.173262650330784,0,0,0
3959,3990,4,2004,2013,2016,ESP13729,30,platanoides,Acer,0,1,2,1,1,1,0,0,1,1,0,0,0,0,0,5.738207591676566,45.16806709943539,0,0,0
3960,3991,2,2004,2015,2018,ESP4506,40,?,Acer,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.736987409653276,45.16568699064163,0,0,0
3961,3992,4,2004,2015,2017,ESP18348,10,sylvestris,Pinus,0,0,3,0,1,0,3,1,0,3,0,0,0,0,0,5.742522010335676,45.172847712255226,0,0,0
3962,3993,1,2004,2015,2018,ESP23449,50,acerifolia,Platanus,0,1,3,0,1,1,0,0,0,3,1,0,0,1,1,5.70355253082407,45.17170316918755,0,0,0
3963,3994,5,2004,2014,2014,ESP4064,40,nigra,Populus,0,1,2,0,1,2,0,2,0,1,1,0,1,0,0,5.728606949166997,45.18442368790713,0,0,0
3964,3995,2,2009,2013,2016,ESP8115,20,tomentosa,Tilia,0,0,3,1,1,0,0,1,1,3,0,0,0,0,0,5.728440172051076,45.164829803396074,0,0,0
3965,3996,4,2004,2014,2016,ESP29759,20,styraciflua,Liquidambar,0,0,3,0,1,1,0,2,0,3,1,0,0,1,0,5.744771710959076,45.185272463617636,0,0,0
3966,3997,5,2004,2015,2019,ESP14151,20,acerifolia,Platanus,1,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.717662102482645,45.19593603349958,0,0,0
3967,3998,4,2004,2015,2018,ESP4274,50,platyphyllos,Tilia,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.746392669184774,45.187777230175136,0,0,0
3968,3999,2,2004,2013,2014,ESP9775,40,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.72912972493361,45.16205373365294,0,0,0
3969,4000,2,2014,2014,2020,ESP33611,10,ornus,Fraxinus,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.726851894174077,45.16599407116398,0,0,0
3970,4001,2,2004,2014,2014,ESP15712,40,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.730141222736464,45.1617978389921,0,0,0
3971,4002,5,2004,2015,2020,ESP10015,20,styraciflua,Liquidambar,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.743481025683651,45.19239762834475,0,0,0
3972,4003,2,2014,2014,2020,ESP33069,10,cappadocicum,Acer,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.72653407428549,45.16460801782734,0,0,0
3973,4004,4,2004,2015,2020,ESP19745,0,?,Acer,0,1,3,0,1,1,0,1,0,3,1,0,0,0,1,5.742435655544114,45.18829989262259,0,0,0
3974,4005,5,2004,2013,2014,ESP16194,40,hippocastanum,Aesculus,0,3,0,1,1,1,0,3,0,0,0,0,0,0,0,5.721838446583514,45.18921098986476,0,0,0
3975,4006,2,2008,2014,2014,ESP5600,30,nigra,Pinus,0,0,3,0,0,1,2,0,1,3,0,0,0,0,0,5.730521790796492,45.15950024603304,0,0,0
3976,4007,1,2004,2014,2014,ESP14895,30,tomentosa,Tilia,0,1,2,0,1,1,0,1,0,1,0,0,0,0,0,5.709353604921547,45.1749970421005,0,1,0
3977,4008,2,2004,2015,2016,ESP3704,180,?,Populus,0,3,0,0,2,2,0,0,0,3,1,1,0,0,1,5.7337157210326986,45.16580088148431,0,0,0
3978,4009,1,2004,2015,2017,ESP30549,10,tulipifera,Liriodendron,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.7183100839609144,45.18043846221186,0,0,0
3979,4010,5,2004,2015,2016,ESP30612,20,tulipifera,Liriodendron,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.729920005892782,45.18315578567958,0,0,0
3980,4011,2,2004,2013,2014,ESP29047,20,triacanthos,Gleditsia,0,0,3,1,1,1,0,2,1,3,0,0,0,0,0,5.728759171656514,45.16178307280325,0,0,0
3981,4012,0,2004,2015,2017,ESP1848,20,serrulata,Prunus,0,0,3,0,1,1,0,0,0,3,1,1,0,0,0,5.710081709148881,45.189436850027704,0,0,0
3982,4013,2,2004,2015,2017,ESP15055,20,triacanthos,Gleditsia,0,0,3,1,1,0,0,0,0,3,0,0,0,0,0,5.723812534164139,45.165287651288736,0,0,0
